=== Monitoring started at Mon May 26 02:06:11 EDT 2025 ===
--- 2025-05-26 02:06:11 ---
  66801  43 ptlrpcd_00_14   I
  66802  37 ptlrpcd_00_15   I
  66803  40 ptlrpcd_00_16   I
  66804  55 ptlrpcd_00_17   I
  66805  48 ptlrpcd_00_18   R
  66806  43 ptlrpcd_00_19   R
  66807  54 ptlrpcd_00_20   R
  66808   1 ptlrpcd_00_21   I
  66809  40 ptlrpcd_00_22   R
  66810   7 ptlrpcd_00_23   I
  66811  33 ptlrpcd_00_24   R
  66812  32 ptlrpcd_00_25   R
  66813  17 ptlrpcd_00_26   I
  66814   9 ptlrpcd_00_27   I
  66815  59 ptlrpcd_00_28   I
  66816  12 ptlrpcd_00_29   I
  66817  26 ptlrpcd_00_30   I
  66818  34 ptlrpcd_00_31   R
  66819  43 ptlrpcd_00_32   I
  66820  52 ptlrpcd_00_33   R
  66821  37 ptlrpcd_00_34   R
  66822  21 ptlrpcd_00_35   I
  66823   2 ptlrpcd_00_36   R
  66824  30 ptlrpcd_00_37   R
  66825  45 ptlrpcd_00_38   R
  66826  36 ptlrpcd_00_39   R
  66827   6 ptlrpcd_00_40   R
  66828  31 ptlrpcd_00_41   R
  66829  16 ptlrpcd_00_42   I
  66830   8 ptlrpcd_00_43   I
  66831  13 ptlrpcd_00_44   R
  66832   3 ptlrpcd_00_45   I
  66833   3 ptlrpcd_00_46   I
  66834  23 ptlrpcd_00_47   R
  66835   3 ptlrpcd_00_48   I
  66836   4 ptlrpcd_00_49   I
  66837  61 ptlrpcd_00_50   R
  66838  30 ptlrpcd_00_51   R
  66839  39 ptlrpcd_00_52   I
  66840  11 ptlrpcd_00_53   R
  66841  41 ptlrpcd_00_54   R
  66842  42 ptlrpcd_00_55   R
  66843  22 ptlrpcd_00_56   R
  66844  31 ptlrpcd_00_57   R
  66845  49 ptlrpcd_00_58   R
  66846  30 ptlrpcd_00_59   R
  66847   6 ptlrpcd_00_60   I
  66848  59 ptlrpcd_00_61   I
  66849  39 ptlrpcd_00_62   I
  66850   6 ptlrpcd_00_63   I
  66851 117 ptlrpcd_01_00   I
  66852  87 ptlrpcd_01_01   R
  66853  72 ptlrpcd_01_02   R
  66854  73 ptlrpcd_01_03   I
  66855  82 ptlrpcd_01_04   R
  66856  95 ptlrpcd_01_05   I
  66857 114 ptlrpcd_01_06   I
  66858 123 ptlrpcd_01_07   I
  66859  70 ptlrpcd_01_08   R
  66860  67 ptlrpcd_01_09   R
  66861 101 ptlrpcd_01_10   R
  66862  67 ptlrpcd_01_11   I
  66863 110 ptlrpcd_01_12   I
  66864  68 ptlrpcd_01_13   R
  66865  91 ptlrpcd_01_14   R
  66866 113 ptlrpcd_01_15   I
  66867 108 ptlrpcd_01_16   I
  66868  64 ptlrpcd_01_17   R
  66869 112 ptlrpcd_01_18   I
  66870 118 ptlrpcd_01_19   R
  66871 114 ptlrpcd_01_20   R
  66872 127 ptlrpcd_01_21   R
  66873 110 ptlrpcd_01_22   I
  66874  97 ptlrpcd_01_23   R
  66875 123 ptlrpcd_01_24   R
  66876 120 ptlrpcd_01_25   I
  66877 122 ptlrpcd_01_26   R
  66878 119 ptlrpcd_01_27   I
  66879 116 ptlrpcd_01_28   R
  66880  96 ptlrpcd_01_29   I
  66881 126 ptlrpcd_01_30   I
  66882 121 ptlrpcd_01_31   I
  66883 124 ptlrpcd_01_32   R
  66884 104 ptlrpcd_01_33   R
  66885 119 ptlrpcd_01_34   I
  66886  89 ptlrpcd_01_35   R
  66887 106 ptlrpcd_01_36   I
  66888 120 ptlrpcd_01_37   R
  66889  80 ptlrpcd_01_38   R
  66890 106 ptlrpcd_01_39   I
  66891  95 ptlrpcd_01_40   R
  66892  67 ptlrpcd_01_41   R
  66893 113 ptlrpcd_01_42   R
  66894 107 ptlrpcd_01_43   I
  66895  75 ptlrpcd_01_44   I
  66896  69 ptlrpcd_01_45   I
  66897  86 ptlrpcd_01_46   I
  66898  75 ptlrpcd_01_47   R
  66899  74 ptlrpcd_01_48   R
  66900 102 ptlrpcd_01_49   R
  66901 125 ptlrpcd_01_50   I
  66902 100 ptlrpcd_01_51   R
  66903 115 ptlrpcd_01_52   R
  66904 105 ptlrpcd_01_53   R
  66905 111 ptlrpcd_01_54   R
  66906  98 ptlrpcd_01_55   R
  66907  88 ptlrpcd_01_56   R
  66908  94 ptlrpcd_01_57   I
  66909  83 ptlrpcd_01_58   R
  66910 109 ptlrpcd_01_59   I
  66911 101 ptlrpcd_01_60   I
  66912 104 ptlrpcd_01_61   I
  66913 103 ptlrpcd_01_62   R
  66914 117 ptlrpcd_01_63   I
  67440  37 monitor_ptlrpcd S
  67441  17 monitor_ptlrpcd S

--- 2025-05-26 02:06:35 ---
  66786  96 ptlrpcd_rcv     I
  66787  28 ptlrpcd_00_00   R
  66788  25 ptlrpcd_00_01   R
  66789   6 ptlrpcd_00_02   I
  66790  46 ptlrpcd_00_03   R
  66791  35 ptlrpcd_00_04   I
  66792  46 ptlrpcd_00_05   R
  66793  33 ptlrpcd_00_06   I
  66794  33 ptlrpcd_00_07   I
  66795   6 ptlrpcd_00_08   I
  66796  38 ptlrpcd_00_09   I
  66797  48 ptlrpcd_00_10   I
  66798   7 ptlrpcd_00_11   I
  66799  52 ptlrpcd_00_12   R
  66800  48 ptlrpcd_00_13   I
  66801  55 ptlrpcd_00_14   R
  66802  48 ptlrpcd_00_15   R
  66803  50 ptlrpcd_00_16   R
  66804  46 ptlrpcd_00_17   I
  66805  56 ptlrpcd_00_18   I
  66806  57 ptlrpcd_00_19   R
  66807  32 ptlrpcd_00_20   I
  66808  46 ptlrpcd_00_21   R
  66809  37 ptlrpcd_00_22   R
  66810   9 ptlrpcd_00_23   I
  66811  43 ptlrpcd_00_24   R
  66812  56 ptlrpcd_00_25   I
  66813   6 ptlrpcd_00_26   I
  66814  20 ptlrpcd_00_27   R
  66815  16 ptlrpcd_00_28   I
  66816   6 ptlrpcd_00_29   I
  66817  11 ptlrpcd_00_30   I
  66818  35 ptlrpcd_00_31   I
  66819  46 ptlrpcd_00_32   R
  66820  11 ptlrpcd_00_33   I
  66821   3 ptlrpcd_00_34   R
  66822  29 ptlrpcd_00_35   I
  66823   6 ptlrpcd_00_36   I
  66824  31 ptlrpcd_00_37   R
  66825  39 ptlrpcd_00_38   I
  66826   7 ptlrpcd_00_39   I
  66827  39 ptlrpcd_00_40   I
  66828  60 ptlrpcd_00_41   R
  66829  23 ptlrpcd_00_42   I
  66830  18 ptlrpcd_00_43   R
  66831  35 ptlrpcd_00_44   I
  66832  30 ptlrpcd_00_45   R
  66833   6 ptlrpcd_00_46   R
  66834  53 ptlrpcd_00_47   R
  66835   6 ptlrpcd_00_48   I
  66836  36 ptlrpcd_00_49   R
  66837  16 ptlrpcd_00_50   I
  66838  41 ptlrpcd_00_51   R
  66839  16 ptlrpcd_00_52   I
  66840  22 ptlrpcd_00_53   R
  66841  58 ptlrpcd_00_54   R
  66842  28 ptlrpcd_00_55   R
  66843  34 ptlrpcd_00_56   R
  66844   8 ptlrpcd_00_57   I
  66845   5 ptlrpcd_00_58   R
  66846   8 ptlrpcd_00_59   I
  66847  24 ptlrpcd_00_60   R
  66848  58 ptlrpcd_00_61   I
  66849  21 ptlrpcd_00_62   R
  66850  28 ptlrpcd_00_63   R
  66851  99 ptlrpcd_01_00   R
  66852  87 ptlrpcd_01_01   R
  66853 103 ptlrpcd_01_02   R
  66854 103 ptlrpcd_01_03   I
  66855 115 ptlrpcd_01_04   R
  66856  95 ptlrpcd_01_05   I
  66857 113 ptlrpcd_01_06   I
  66858 100 ptlrpcd_01_07   I
  66859 123 ptlrpcd_01_08   R
  66860  77 ptlrpcd_01_09   R
  66861 112 ptlrpcd_01_10   R
  66862  85 ptlrpcd_01_11   R
  66863 106 ptlrpcd_01_12   R
  66864 102 ptlrpcd_01_13   I
  66865  75 ptlrpcd_01_14   I
  66866  89 ptlrpcd_01_15   R
  66867 125 ptlrpcd_01_16   R
  66868 125 ptlrpcd_01_17   R
  66869 127 ptlrpcd_01_18   R
  66870 124 ptlrpcd_01_19   R
  66871  73 ptlrpcd_01_20   R
  66872  82 ptlrpcd_01_21   I
  66873 106 ptlrpcd_01_22   R
  66874  70 ptlrpcd_01_23   I
  66875 112 ptlrpcd_01_24   I
  66876  76 ptlrpcd_01_25   I
  66877 126 ptlrpcd_01_26   I
  66878 122 ptlrpcd_01_27   R
  66879  91 ptlrpcd_01_28   R
  66880 127 ptlrpcd_01_29   I
  66881  67 ptlrpcd_01_30   R
  66882 103 ptlrpcd_01_31   R
  66883 114 ptlrpcd_01_32   I
  66884 108 ptlrpcd_01_33   I
  66885 127 ptlrpcd_01_34   I
  66886 122 ptlrpcd_01_35   R
  66887  68 ptlrpcd_01_36   R
  66888  81 ptlrpcd_01_37   R
  66889 118 ptlrpcd_01_38   R
  66890 126 ptlrpcd_01_39   I
  66891  90 ptlrpcd_01_40   R
  66892  66 ptlrpcd_01_41   R
  66893  93 ptlrpcd_01_42   I
  66894 106 ptlrpcd_01_43   I
  66895  97 ptlrpcd_01_44   R
  66896  69 ptlrpcd_01_45   I
  66897 127 ptlrpcd_01_46   R
  66898  72 ptlrpcd_01_47   I
  66899  99 ptlrpcd_01_48   I
  66900 127 ptlrpcd_01_49   I
  66901  88 ptlrpcd_01_50   I
  66902 101 ptlrpcd_01_51   R
  66903 105 ptlrpcd_01_52   R
  66904 119 ptlrpcd_01_53   I
  66905 113 ptlrpcd_01_54   I
  66906 100 ptlrpcd_01_55   I
  66907  84 ptlrpcd_01_56   R
  66908 110 ptlrpcd_01_57   R
  66909  83 ptlrpcd_01_58   R
  66910 114 ptlrpcd_01_59   I
  66911  65 ptlrpcd_01_60   R
  66912 109 ptlrpcd_01_61   R
  66913 100 ptlrpcd_01_62   I
  66914 102 ptlrpcd_01_63   I
  67440  37 monitor_ptlrpcd S
  67441  16 monitor_ptlrpcd S

--- 2025-05-26 02:06:36 ---
  66786  96 ptlrpcd_rcv     I
  66787  11 ptlrpcd_00_00   I
  66788   5 ptlrpcd_00_01   R
  66789  31 ptlrpcd_00_02   I
  66790  12 ptlrpcd_00_03   I
  66791  45 ptlrpcd_00_04   I
  66792   4 ptlrpcd_00_05   I
  66793  33 ptlrpcd_00_06   I
  66794  54 ptlrpcd_00_07   I
  66795   3 ptlrpcd_00_08   R
  66796  36 ptlrpcd_00_09   I
  66797  47 ptlrpcd_00_10   R
  66798  39 ptlrpcd_00_11   R
  66799  52 ptlrpcd_00_12   R
  66800  10 ptlrpcd_00_13   R
  66801   3 ptlrpcd_00_14   R
  66802  12 ptlrpcd_00_15   R
  66803  40 ptlrpcd_00_16   R
  66804  54 ptlrpcd_00_17   R
  66805  43 ptlrpcd_00_18   I
  66806  11 ptlrpcd_00_19   R
  66807   0 ptlrpcd_00_20   I
  66808  56 ptlrpcd_00_21   I
  66809   2 ptlrpcd_00_22   R
  66810  55 ptlrpcd_00_23   I
  66811  13 ptlrpcd_00_24   R
  66812   5 ptlrpcd_00_25   R
  66813  54 ptlrpcd_00_26   I
  66814  54 ptlrpcd_00_27   I
  66815  33 ptlrpcd_00_28   R
  66816  48 ptlrpcd_00_29   R
  66817  53 ptlrpcd_00_30   R
  66818  56 ptlrpcd_00_31   R
  66819   9 ptlrpcd_00_32   R
  66820  58 ptlrpcd_00_33   R
  66821   1 ptlrpcd_00_34   I
  66822  56 ptlrpcd_00_35   R
  66823  37 ptlrpcd_00_36   I
  66824  45 ptlrpcd_00_37   R
  66825  14 ptlrpcd_00_38   I
  66826  15 ptlrpcd_00_39   I
  66827  43 ptlrpcd_00_40   I
  66828   2 ptlrpcd_00_41   I
  66829  19 ptlrpcd_00_42   R
  66830  36 ptlrpcd_00_43   I
  66831   8 ptlrpcd_00_44   R
  66832  42 ptlrpcd_00_45   R
  66833  50 ptlrpcd_00_46   R
  66834  49 ptlrpcd_00_47   R
  66835  38 ptlrpcd_00_48   R
  66836  16 ptlrpcd_00_49   R
  66837  35 ptlrpcd_00_50   I
  66838  41 ptlrpcd_00_51   R
  66839  20 ptlrpcd_00_52   I
  66840  44 ptlrpcd_00_53   I
  66841  58 ptlrpcd_00_54   R
  66842  51 ptlrpcd_00_55   I
  66843  62 ptlrpcd_00_56   R
  66844  51 ptlrpcd_00_57   R
  66845   6 ptlrpcd_00_58   R
  66846  31 ptlrpcd_00_59   I
  66847  32 ptlrpcd_00_60   R
  66848  15 ptlrpcd_00_61   I
  66849  45 ptlrpcd_00_62   I
  66850  62 ptlrpcd_00_63   R
  66851  72 ptlrpcd_01_00   I
  66852  73 ptlrpcd_01_01   I
  66853 105 ptlrpcd_01_02   I
  66854  98 ptlrpcd_01_03   I
  66855  67 ptlrpcd_01_04   I
  66856  68 ptlrpcd_01_05   I
  66857 111 ptlrpcd_01_06   I
  66858 125 ptlrpcd_01_07   I
  66859 123 ptlrpcd_01_08   I
  66860 112 ptlrpcd_01_09   I
  66861  77 ptlrpcd_01_10   I
  66862  87 ptlrpcd_01_11   I
  66863 104 ptlrpcd_01_12   I
  66864 124 ptlrpcd_01_13   I
  66865 123 ptlrpcd_01_14   I
  66866 109 ptlrpcd_01_15   I
  66867  73 ptlrpcd_01_16   I
  66868  67 ptlrpcd_01_17   I
  66869  78 ptlrpcd_01_18   I
  66870 119 ptlrpcd_01_19   R
  66871  79 ptlrpcd_01_20   I
  66872 111 ptlrpcd_01_21   R
  66873 123 ptlrpcd_01_22   I
  66874 112 ptlrpcd_01_23   I
  66875  73 ptlrpcd_01_24   I
  66876 124 ptlrpcd_01_25   R
  66877 104 ptlrpcd_01_26   I
  66878  79 ptlrpcd_01_27   I
  66879 120 ptlrpcd_01_28   I
  66880 106 ptlrpcd_01_29   I
  66881  87 ptlrpcd_01_30   I
  66882 105 ptlrpcd_01_31   I
  66883  78 ptlrpcd_01_32   I
  66884 108 ptlrpcd_01_33   R
  66885 103 ptlrpcd_01_34   R
  66886  95 ptlrpcd_01_35   R
  66887  70 ptlrpcd_01_36   R
  66888  81 ptlrpcd_01_37   R
  66889 112 ptlrpcd_01_38   I
  66890 108 ptlrpcd_01_39   I
  66891 126 ptlrpcd_01_40   I
  66892 126 ptlrpcd_01_41   I
  66893  93 ptlrpcd_01_42   I
  66894 110 ptlrpcd_01_43   I
  66895 119 ptlrpcd_01_44   I
  66896  81 ptlrpcd_01_45   I
  66897 112 ptlrpcd_01_46   I
  66898 110 ptlrpcd_01_47   I
  66899 122 ptlrpcd_01_48   R
  66900 101 ptlrpcd_01_49   R
  66901  94 ptlrpcd_01_50   I
  66902  88 ptlrpcd_01_51   I
  66903 100 ptlrpcd_01_52   I
  66904 114 ptlrpcd_01_53   R
  66905  76 ptlrpcd_01_54   I
  66906  94 ptlrpcd_01_55   R
  66907  77 ptlrpcd_01_56   R
  66908  82 ptlrpcd_01_57   I
  66909  67 ptlrpcd_01_58   I
  66910  74 ptlrpcd_01_59   I
  66911  96 ptlrpcd_01_60   I
  66912 109 ptlrpcd_01_61   I
  66913  94 ptlrpcd_01_62   I
  66914 121 ptlrpcd_01_63   I
  67440  37 monitor_ptlrpcd S
  67441  28 monitor_ptlrpcd S

--- 2025-05-26 02:06:37 ---
  66786  96 ptlrpcd_rcv     I
  66787  26 ptlrpcd_00_00   I
  66788  16 ptlrpcd_00_01   I
  66789  44 ptlrpcd_00_02   I
  66790  50 ptlrpcd_00_03   I
  66791  38 ptlrpcd_00_04   I
  66792   4 ptlrpcd_00_05   I
  66793  50 ptlrpcd_00_06   I
  66794  42 ptlrpcd_00_07   I
  66795  60 ptlrpcd_00_08   I
  66796  33 ptlrpcd_00_09   I
  66797  33 ptlrpcd_00_10   I
  66798  60 ptlrpcd_00_11   I
  66799  56 ptlrpcd_00_12   I
  66800  56 ptlrpcd_00_13   I
  66801  22 ptlrpcd_00_14   I
  66802  20 ptlrpcd_00_15   I
  66803  22 ptlrpcd_00_16   I
  66804  22 ptlrpcd_00_17   I
  66805  16 ptlrpcd_00_18   I
  66806  31 ptlrpcd_00_19   I
  66807  22 ptlrpcd_00_20   I
  66808  16 ptlrpcd_00_21   I
  66809  38 ptlrpcd_00_22   I
  66810  34 ptlrpcd_00_23   I
  66811  60 ptlrpcd_00_24   I
  66812  54 ptlrpcd_00_25   I
  66813  49 ptlrpcd_00_26   I
  66814  22 ptlrpcd_00_27   I
  66815  38 ptlrpcd_00_28   I
  66816  22 ptlrpcd_00_29   I
  66817   8 ptlrpcd_00_30   I
  66818  60 ptlrpcd_00_31   I
  66819  60 ptlrpcd_00_32   I
  66820  13 ptlrpcd_00_33   I
  66821  20 ptlrpcd_00_34   I
  66822  12 ptlrpcd_00_35   I
  66823  12 ptlrpcd_00_36   I
  66824  20 ptlrpcd_00_37   I
  66825   9 ptlrpcd_00_38   I
  66826   9 ptlrpcd_00_39   I
  66827  12 ptlrpcd_00_40   I
  66828  52 ptlrpcd_00_41   I
  66829  22 ptlrpcd_00_42   I
  66830  24 ptlrpcd_00_43   I
  66831  22 ptlrpcd_00_44   I
  66832  22 ptlrpcd_00_45   I
  66833  22 ptlrpcd_00_46   R
  66834  22 ptlrpcd_00_47   I
  66835  55 ptlrpcd_00_48   R
  66836  55 ptlrpcd_00_49   I
  66837  60 ptlrpcd_00_50   I
  66838  55 ptlrpcd_00_51   I
  66839  55 ptlrpcd_00_52   I
  66840  12 ptlrpcd_00_53   I
  66841  12 ptlrpcd_00_54   R
  66842  12 ptlrpcd_00_55   I
  66843   6 ptlrpcd_00_56   I
  66844  60 ptlrpcd_00_57   I
  66845  60 ptlrpcd_00_58   I
  66846  33 ptlrpcd_00_59   I
  66847  12 ptlrpcd_00_60   I
  66848  20 ptlrpcd_00_61   I
  66849  47 ptlrpcd_00_62   I
  66850  26 ptlrpcd_00_63   I
  66851  74 ptlrpcd_01_00   I
  66852 118 ptlrpcd_01_01   I
  66853  84 ptlrpcd_01_02   R
  66854 103 ptlrpcd_01_03   I
  66855  99 ptlrpcd_01_04   I
  66856  68 ptlrpcd_01_05   R
  66857 104 ptlrpcd_01_06   R
  66858 125 ptlrpcd_01_07   R
  66859  87 ptlrpcd_01_08   R
  66860  98 ptlrpcd_01_09   R
  66861  83 ptlrpcd_01_10   R
  66862 127 ptlrpcd_01_11   I
  66863  97 ptlrpcd_01_12   I
  66864  91 ptlrpcd_01_13   R
  66865 126 ptlrpcd_01_14   R
  66866  73 ptlrpcd_01_15   R
  66867  74 ptlrpcd_01_16   I
  66868 106 ptlrpcd_01_17   R
  66869  80 ptlrpcd_01_18   I
  66870 113 ptlrpcd_01_19   I
  66871  74 ptlrpcd_01_20   I
  66872 109 ptlrpcd_01_21   R
  66873 102 ptlrpcd_01_22   R
  66874 115 ptlrpcd_01_23   R
  66875 114 ptlrpcd_01_24   I
  66876 111 ptlrpcd_01_25   R
  66877 103 ptlrpcd_01_26   I
  66878 117 ptlrpcd_01_27   R
  66879  97 ptlrpcd_01_28   I
  66880 108 ptlrpcd_01_29   R
  66881  88 ptlrpcd_01_30   I
  66882 105 ptlrpcd_01_31   R
  66883 100 ptlrpcd_01_32   I
  66884  78 ptlrpcd_01_33   I
  66885 106 ptlrpcd_01_34   I
  66886  94 ptlrpcd_01_35   I
  66887  70 ptlrpcd_01_36   I
  66888 106 ptlrpcd_01_37   I
  66889  66 ptlrpcd_01_38   I
  66890 110 ptlrpcd_01_39   I
  66891  95 ptlrpcd_01_40   I
  66892  89 ptlrpcd_01_41   I
  66893  64 ptlrpcd_01_42   I
  66894 106 ptlrpcd_01_43   I
  66895  79 ptlrpcd_01_44   R
  66896  69 ptlrpcd_01_45   I
  66897  75 ptlrpcd_01_46   I
  66898 117 ptlrpcd_01_47   I
  66899  78 ptlrpcd_01_48   I
  66900  80 ptlrpcd_01_49   I
  66901  97 ptlrpcd_01_50   I
  66902  81 ptlrpcd_01_51   I
  66903  83 ptlrpcd_01_52   I
  66904 123 ptlrpcd_01_53   I
  66905  76 ptlrpcd_01_54   R
  66906  93 ptlrpcd_01_55   R
  66907  77 ptlrpcd_01_56   I
  66908  65 ptlrpcd_01_57   R
  66909  91 ptlrpcd_01_58   R
  66910  87 ptlrpcd_01_59   R
  66911  66 ptlrpcd_01_60   I
  66912 109 ptlrpcd_01_61   I
  66913 104 ptlrpcd_01_62   I
  66914 101 ptlrpcd_01_63   R
  67440  37 monitor_ptlrpcd S
  67441  26 monitor_ptlrpcd S

--- 2025-05-26 02:06:38 ---
  66786  96 ptlrpcd_rcv     I
  66787   1 ptlrpcd_00_00   R
  66788   4 ptlrpcd_00_01   R
  66789  34 ptlrpcd_00_02   R
  66790  10 ptlrpcd_00_03   R
  66791  55 ptlrpcd_00_04   R
  66792  26 ptlrpcd_00_05   R
  66793  41 ptlrpcd_00_06   R
  66794   8 ptlrpcd_00_07   R
  66795  44 ptlrpcd_00_08   R
  66796  42 ptlrpcd_00_09   R
  66797  54 ptlrpcd_00_10   R
  66798  42 ptlrpcd_00_11   R
  66799  45 ptlrpcd_00_12   R
  66800  50 ptlrpcd_00_13   I
  66801  10 ptlrpcd_00_14   I
  66802  14 ptlrpcd_00_15   I
  66803   0 ptlrpcd_00_16   I
  66804  50 ptlrpcd_00_17   I
  66805  11 ptlrpcd_00_18   R
  66806  31 ptlrpcd_00_19   I
  66807  42 ptlrpcd_00_20   I
  66808  43 ptlrpcd_00_21   I
  66809  24 ptlrpcd_00_22   R
  66810   0 ptlrpcd_00_23   I
  66811  20 ptlrpcd_00_24   I
  66812  15 ptlrpcd_00_25   R
  66813   1 ptlrpcd_00_26   I
  66814  63 ptlrpcd_00_27   I
  66815  22 ptlrpcd_00_28   I
  66816  17 ptlrpcd_00_29   I
  66817  22 ptlrpcd_00_30   R
  66818  49 ptlrpcd_00_31   I
  66819  57 ptlrpcd_00_32   R
  66820   8 ptlrpcd_00_33   R
  66821  40 ptlrpcd_00_34   I
  66822  30 ptlrpcd_00_35   I
  66823  19 ptlrpcd_00_36   R
  66824  52 ptlrpcd_00_37   I
  66825   1 ptlrpcd_00_38   R
  66826  21 ptlrpcd_00_39   R
  66827  20 ptlrpcd_00_40   I
  66828   8 ptlrpcd_00_41   R
  66829  14 ptlrpcd_00_42   I
  66830  16 ptlrpcd_00_43   R
  66831  33 ptlrpcd_00_44   I
  66832  14 ptlrpcd_00_45   I
  66833   2 ptlrpcd_00_46   R
  66834  52 ptlrpcd_00_47   R
  66835  46 ptlrpcd_00_48   R
  66836  18 ptlrpcd_00_49   I
  66837  12 ptlrpcd_00_50   I
  66838  40 ptlrpcd_00_51   R
  66839  17 ptlrpcd_00_52   I
  66840  42 ptlrpcd_00_53   R
  66841  14 ptlrpcd_00_54   I
  66842  27 ptlrpcd_00_55   R
  66843  50 ptlrpcd_00_56   I
  66844  62 ptlrpcd_00_57   R
  66845  23 ptlrpcd_00_58   I
  66846  52 ptlrpcd_00_59   R
  66847  13 ptlrpcd_00_60   R
  66848  18 ptlrpcd_00_61   I
  66849  17 ptlrpcd_00_62   I
  66850  22 ptlrpcd_00_63   I
  66851 120 ptlrpcd_01_00   R
  66852  83 ptlrpcd_01_01   R
  66853  65 ptlrpcd_01_02   R
  66854  96 ptlrpcd_01_03   R
  66855 118 ptlrpcd_01_04   R
  66856  67 ptlrpcd_01_05   R
  66857 106 ptlrpcd_01_06   R
  66858 118 ptlrpcd_01_07   I
  66859 120 ptlrpcd_01_08   I
  66860 117 ptlrpcd_01_09   I
  66861  80 ptlrpcd_01_10   R
  66862 106 ptlrpcd_01_11   I
  66863  99 ptlrpcd_01_12   R
  66864  76 ptlrpcd_01_13   I
  66865  72 ptlrpcd_01_14   I
  66866  79 ptlrpcd_01_15   R
  66867  85 ptlrpcd_01_16   I
  66868  82 ptlrpcd_01_17   I
  66869 116 ptlrpcd_01_18   I
  66870 113 ptlrpcd_01_19   R
  66871 124 ptlrpcd_01_20   R
  66872  83 ptlrpcd_01_21   I
  66873  98 ptlrpcd_01_22   R
  66874 115 ptlrpcd_01_23   I
  66875 119 ptlrpcd_01_24   I
  66876 115 ptlrpcd_01_25   I
  66877 125 ptlrpcd_01_26   R
  66878  70 ptlrpcd_01_27   R
  66879  87 ptlrpcd_01_28   I
  66880  84 ptlrpcd_01_29   I
  66881  88 ptlrpcd_01_30   I
  66882 105 ptlrpcd_01_31   I
  66883 104 ptlrpcd_01_32   I
  66884  78 ptlrpcd_01_33   R
  66885 125 ptlrpcd_01_34   I
  66886 103 ptlrpcd_01_35   R
  66887 101 ptlrpcd_01_36   R
  66888 100 ptlrpcd_01_37   I
  66889  74 ptlrpcd_01_38   R
  66890  68 ptlrpcd_01_39   R
  66891 119 ptlrpcd_01_40   R
  66892  91 ptlrpcd_01_41   R
  66893 100 ptlrpcd_01_42   I
  66894 127 ptlrpcd_01_43   R
  66895 102 ptlrpcd_01_44   R
  66896  67 ptlrpcd_01_45   I
  66897  75 ptlrpcd_01_46   R
  66898 123 ptlrpcd_01_47   I
  66899 123 ptlrpcd_01_48   I
  66900 104 ptlrpcd_01_49   I
  66901 108 ptlrpcd_01_50   I
  66902  81 ptlrpcd_01_51   I
  66903 103 ptlrpcd_01_52   R
  66904  90 ptlrpcd_01_53   R
  66905  73 ptlrpcd_01_54   R
  66906  93 ptlrpcd_01_55   R
  66907  77 ptlrpcd_01_56   I
  66908 123 ptlrpcd_01_57   I
  66909 125 ptlrpcd_01_58   I
  66910 108 ptlrpcd_01_59   I
  66911  64 ptlrpcd_01_60   R
  66912  85 ptlrpcd_01_61   I
  66913  86 ptlrpcd_01_62   R
  66914  72 ptlrpcd_01_63   I
  67440  37 monitor_ptlrpcd S
  67441  62 monitor_ptlrpcd S

--- 2025-05-26 02:06:39 ---
  66786  96 ptlrpcd_rcv     I
  66787  12 ptlrpcd_00_00   I
  66788  23 ptlrpcd_00_01   R
  66789  16 ptlrpcd_00_02   R
  66790  15 ptlrpcd_00_03   R
  66791  50 ptlrpcd_00_04   R
  66792  13 ptlrpcd_00_05   R
  66793  49 ptlrpcd_00_06   R
  66794  22 ptlrpcd_00_07   R
  66795  36 ptlrpcd_00_08   I
  66796  33 ptlrpcd_00_09   R
  66797  14 ptlrpcd_00_10   R
  66798  48 ptlrpcd_00_11   R
  66799  37 ptlrpcd_00_12   I
  66800  57 ptlrpcd_00_13   R
  66801  28 ptlrpcd_00_14   R
  66802  48 ptlrpcd_00_15   I
  66803  12 ptlrpcd_00_16   I
  66804  21 ptlrpcd_00_17   R
  66805   8 ptlrpcd_00_18   R
  66806  37 ptlrpcd_00_19   I
  66807  11 ptlrpcd_00_20   R
  66808   7 ptlrpcd_00_21   R
  66809  20 ptlrpcd_00_22   I
  66810  34 ptlrpcd_00_23   R
  66811  51 ptlrpcd_00_24   R
  66812  20 ptlrpcd_00_25   I
  66813  45 ptlrpcd_00_26   I
  66814   2 ptlrpcd_00_27   I
  66815  37 ptlrpcd_00_28   I
  66816  36 ptlrpcd_00_29   I
  66817  39 ptlrpcd_00_30   R
  66818   2 ptlrpcd_00_31   R
  66819   3 ptlrpcd_00_32   I
  66820  52 ptlrpcd_00_33   R
  66821  26 ptlrpcd_00_34   R
  66822  49 ptlrpcd_00_35   R
  66823  51 ptlrpcd_00_36   R
  66824  20 ptlrpcd_00_37   I
  66825  31 ptlrpcd_00_38   R
  66826   3 ptlrpcd_00_39   R
  66827  10 ptlrpcd_00_40   R
  66828  27 ptlrpcd_00_41   R
  66829  37 ptlrpcd_00_42   I
  66830  22 ptlrpcd_00_43   R
  66831  23 ptlrpcd_00_44   R
  66832  19 ptlrpcd_00_45   R
  66833  27 ptlrpcd_00_46   I
  66834  19 ptlrpcd_00_47   I
  66835  35 ptlrpcd_00_48   I
  66836  49 ptlrpcd_00_49   I
  66837  38 ptlrpcd_00_50   I
